ID,Tweet,Affect_Dimension,Intensity_Score,Cleaned_Tweet
2017-En-31126,The jovial laughter that Trump and his lackeys showed when Don King used the N word was a truly bizarre sight,valence,0.306,the jovial laughter that trump and his lackeys showed when don king used the n word was a truly bizarre sight
2017-En-31369,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,valence,0.742,reflection the grind has been so real working jobs being in school
2017-En-10259,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,valence,0.352,specific intentional way and part of that intention is to provoke conversation around systemic racism towards blacks
2017-En-40592,And with rich Fumes his sullen sences cheer'd.,valence,0.471,and with rich fumes his sullen sences cheerd
2017-En-20592,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,valence,0.203,cant believe how rude your cashier was today when i was returning an item your customer service is slacking
2017-En-10442,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",valence,0.333,hah dont speak to me or my cousin like that mind a had the displeasure of seeing u bare faced on eh train no a pretty sight mate
2017-En-10431,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,valence,0.383,can be as indignant as he wants but the world knows obama will do nothing and putin will just do what he wants
2017-En-31246,@AlohaJonathan @AtlantaFX all I've seen is that clip of the jail scene with the sexuality part which was hilarious,valence,0.694,all ive seen is that clip of the jail scene with the sexuality part which was hilarious
2017-En-41388,Clean the #sink and make your #bathroom shine.,valence,0.532,clean the and make your shine
2017-En-30981,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #breezy #ChrisBrown #TeamBreezy,valence,0.463,take my kindness for weakness when you acting silly keeping it aint your forté
2017-En-10839,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",valence,0.878,grateful for all the hungry people in my life hungry to learn change grow help etc not sure anybody has it better
2017-En-11529,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,valence,0.345,now that the n word is normalized by the media just wow no words for this no words for this frog been boiling in the pot via media
2017-En-31437,"@SowerAsh007 Great to hear. If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?",valence,0.6,great to hear if theres one thing that makes you feel more like yourself its some hearty chicken noodle soup right
2017-En-30004,"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",valence,0.938,i feel so blessed to work with the family that i nanny for ❤️ nothing but love appreciation makes me smile
2017-En-30477,"@chenaidavid easy, breezy, beautiful rasta mon",valence,0.6,easy breezy beautiful rasta mon
2017-En-31508,Pre-game nerves have settled in 😱 i'l be #cheering from home guys 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport,valence,0.823,pregame nerves have settled in 😱 il be from home guys 🔴⚪️🙌🏻🏉
2017-En-41402,Never let the sadness of your past ruin your future,valence,0.45,never let the sadness of your past ruin your future
2017-En-30604,don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass,valence,0.531,dont put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass
2017-En-30948,Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,valence,0.533,love this laughing while crying works too
2017-En-31052,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",valence,0.741,every time i hear s organ kick in on the new i break into the goofiest smile
2017-En-21557,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,valence,0.25,have the producers of ever been outside of their country these are universal problems
2017-En-20037,@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,valence,0.516,operation echoes is gathering momentum
2017-En-40248,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,valence,0.219,if youre unhappy with someone just fucking tell them youre unhappy and leave dont go fuckin around with other people on the side
2017-En-20933,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,valence,0.359,all the best moto gp is loosing a very talented rider
2017-En-30521,@delon03 can you at least just walk past her and break out into laughter,valence,0.569,can you at least just walk past her and break out into laughter
2017-En-30703,@TheBarmyArmy all the optimism...,valence,0.534,all the optimism
2017-En-30832,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",valence,0.375,this tweet is dedicated to my back pain which i do not understand because i am youthful and spry full of life vivacious
2017-En-20857,"@ltsukis im love you, even if you bully me sadly",valence,0.425,im love you even if you bully me sadly
2017-En-30893,Tutoring gives me such an exhilarating feeling. I love helping people 😌,valence,0.79,tutoring gives me such an exhilarating feeling i love helping people 😌
2017-En-30570,"every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.",valence,0.404,every time a new anthony weiner revelation breaks bill clinton says a prayer of thanks that textingdming didnt exist in his heyday
2017-En-22180,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",valence,0.339,rooneys fucking untouchable isnt he been fucking dreadful again depay has looked decentishtonight
2017-En-40039,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",valence,0.167,jesus you just made think that of all the vols v fl games ive seen ive never seen a win
2017-En-41287,@mcjamie sadly. It's just.. Did the dude have to yell out the frogs name at the Clinton rally that one day. It changed everything,valence,0.355,sadly its just did the dude have to yell out the frogs name at the clinton rally that one day it changed everything
2017-En-31404,"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please",valence,0.574,hey breezy you wanna give me some of that coffee you posted on your snap please
2017-En-31178,Best quote from a 7 in German - Almost ,valence,0.556,best quote from a in german almost
2017-En-30207,@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,valence,0.694,ill be there cant wait for all the
2017-En-20866,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,valence,0.661,the most important characteristic of leadership is the lack of
2017-En-30915,#twd comes on soon ,valence,0.629,comes on soon
2017-En-30221,15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,valence,0.828,minutes of yoga to your breakfast routine will change your day
2017-En-40522,@JoaquinPutoAmo vas a ir al de the amaity affliction?,valence,0.429,vas a ir al de the amaity affliction
2017-En-31403,"it's not the most comforting &amp; jubilant place to be, but I do find joy in doing what's best for me and being passionate abt company I keep.",valence,0.6,its not the most comforting jubilant place to be but i do find joy in doing whats best for me and being passionate abt company i keep
2017-En-31078,Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,valence,0.85,did u laugh today laugh hard i hope sowe need laughter now
2017-En-30384,Watch this amazing live.ly broadcast by @brooke_bridges #lively #musically,valence,0.7,watch this amazing lively broadcast by
2017-En-11269,@johnmerro1 @Liberobility still bitter about last night lads 😂,valence,0.597,still bitter about last night lads 😂
2017-En-10749,I'm just doing what u should b doing just minding my business and grinding relentless @LITO615,valence,0.367,im just doing what u should b doing just minding my business and grinding relentless
2017-En-30717,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? ,valence,0.532,any possibly kg is being bought out as a player so that he can buy in from glen as a minority owner
2017-En-40127,Smokeys dad is sad :/,valence,0.059,smokeys dad is sad
